# energy(eV) alpha
2.045439999999999969e+01 6.768539260021080306e-01
2.047180000000000177e+01 6.788945191084039266e-01
2.048910000000000053e+01 6.802643651286014448e-01
2.050649999999999906e+01 6.813309851465212397e-01
2.052390000000000114e+01 6.824883041081087898e-01
2.054119999999999990e+01 6.833841021899369483e-01
2.055859999999999843e+01 6.840565429289888755e-01
2.057590000000000074e+01 6.853438660000510385e-01
2.059329999999999927e+01 6.856495646694701351e-01
2.061070000000000135e+01 6.857894895786598166e-01
2.062800000000000011e+01 6.862594773359004252e-01
2.064539999999999864e+01 6.867234582414920574e-01
2.066280000000000072e+01 6.875297140406115837e-01
2.068009999999999948e+01 6.888409577549208240e-01
2.069750000000000156e+01 6.907526056324384545e-01
2.071490000000000009e+01 6.922614112390619301e-01
2.073219999999999885e+01 6.922885769332454142e-01
2.074960000000000093e+01 6.942368142063815029e-01
2.076689999999999969e+01 6.963716278195064557e-01
2.078430000000000177e+01 6.982254758296342345e-01
2.080170000000000030e+01 6.998692299483697532e-01
2.081899999999999906e+01 7.029626194557776486e-01
2.083640000000000114e+01 7.060379616754481891e-01
2.085379999999999967e+01 7.091987414711937721e-01
2.087109999999999843e+01 7.118286713946810895e-01
2.088850000000000051e+01 7.138539550959714930e-01
2.090589999999999904e+01 7.167288396721163135e-01
2.092320000000000135e+01 7.198026017574896684e-01
2.094059999999999988e+01 7.216939528415512450e-01
2.095789999999999864e+01 7.212812116674065521e-01
2.097530000000000072e+01 7.209444085986578266e-01
2.099269999999999925e+01 7.215628343652255028e-01
2.101000000000000156e+01 7.223142288916833964e-01
2.102740000000000009e+01 7.234630040155570763e-01
2.104479999999999862e+01 7.234974204715746149e-01
2.106210000000000093e+01 7.237664518584330242e-01
2.107949999999999946e+01 7.237568707419971270e-01
2.109690000000000154e+01 7.234290775917155969e-01
2.111420000000000030e+01 7.229962189746707013e-01
2.113159999999999883e+01 7.229679175036340943e-01
2.114890000000000114e+01 7.223110285829845711e-01
2.116629999999999967e+01 7.203122829485005818e-01
2.118370000000000175e+01 7.203280567879121188e-01
2.120100000000000051e+01 7.199234988922800227e-01
2.121839999999999904e+01 7.196073813221436355e-01
2.123580000000000112e+01 7.198721066381681410e-01
2.125309999999999988e+01 7.193968941689150576e-01
2.127049999999999841e+01 7.188221858068997161e-01
2.128790000000000049e+01 7.182998615734238479e-01
2.130519999999999925e+01 7.188994859862065656e-01
2.132260000000000133e+01 7.192626322931205962e-01
2.133990000000000009e+01 7.196064086932763004e-01
2.135729999999999862e+01 7.214455004386681747e-01
2.137470000000000070e+01 7.231072820546124991e-01
2.139199999999999946e+01 7.249190756268308888e-01
2.140940000000000154e+01 7.266491324196533430e-01
2.142680000000000007e+01 7.282496958295687772e-01
2.144409999999999883e+01 7.295069765593784616e-01
2.146150000000000091e+01 7.302853269698568184e-01
2.147889999999999944e+01 7.312063897907299381e-01
2.149620000000000175e+01 7.323229982766985557e-01
2.151360000000000028e+01 7.337609442502199819e-01
2.153089999999999904e+01 7.360585154877510305e-01
2.154830000000000112e+01 7.374355817609081765e-01
2.156569999999999965e+01 7.386467033646737512e-01
2.158299999999999841e+01 7.393250563741814441e-01
2.160040000000000049e+01 7.390144667820741642e-01
2.161779999999999902e+01 7.395533697638845272e-01
2.163510000000000133e+01 7.406658937357810668e-01
2.165249999999999986e+01 7.411278682082549363e-01
2.166989999999999839e+01 7.418388202580634694e-01
2.168720000000000070e+01 7.429073004201353081e-01
2.170459999999999923e+01 7.426867441784136270e-01
2.172190000000000154e+01 7.434202549410957594e-01
2.173930000000000007e+01 7.444973857588736976e-01
2.175669999999999860e+01 7.455580168469896352e-01
2.177400000000000091e+01 7.465741378238212045e-01
2.179139999999999944e+01 7.476268747460290687e-01
2.180880000000000152e+01 7.486937667889101977e-01
2.182610000000000028e+01 7.496596276113957069e-01
2.184349999999999881e+01 7.512888445246039826e-01
2.186090000000000089e+01 7.507442577970948605e-01
2.187819999999999965e+01 7.483486934479250952e-01
2.189560000000000173e+01 7.506772223571729352e-01
2.191290000000000049e+01 7.524706749233314174e-01
2.193029999999999902e+01 7.538281208466518502e-01
2.194770000000000110e+01 7.554118756694410131e-01
2.196499999999999986e+01 7.575049806357544435e-01
2.198239999999999839e+01 7.597210401285607873e-01
2.199980000000000047e+01 7.619845917605153618e-01
2.201709999999999923e+01 7.639016976458049557e-01
2.203450000000000131e+01 7.649941935175972318e-01
2.205189999999999984e+01 7.656042372683933284e-01
2.206919999999999860e+01 7.667770251619638877e-01
2.208660000000000068e+01 7.680456936093716935e-01
2.210389999999999944e+01 7.692509614557856423e-01
2.212130000000000152e+01 7.697115784428225638e-01
2.213870000000000005e+01 7.700017673894899994e-01
2.215599999999999881e+01 7.713613837424384556e-01
2.217340000000000089e+01 7.723043085225379523e-01
2.219079999999999941e+01 7.727997567498655629e-01
2.220810000000000173e+01 7.729998882587768572e-01
2.222550000000000026e+01 7.730777109768491862e-01
2.224289999999999878e+01 7.729605069429230646e-01
2.226020000000000110e+01 7.729615465580593758e-01
2.227759999999999962e+01 7.740932007678283933e-01
2.229489999999999839e+01 7.752590038829136887e-01
2.231230000000000047e+01 7.766941034517211850e-01
2.232969999999999899e+01 7.784486894084251540e-01
2.234700000000000131e+01 7.801444419723744250e-01
2.236439999999999984e+01 7.814247108834011524e-01
2.238179999999999836e+01 7.826095188430570726e-01
2.239910000000000068e+01 7.837184593792435594e-01
2.241649999999999920e+01 7.848235885560810310e-01
2.243390000000000128e+01 7.858302808788738547e-01
2.245120000000000005e+01 7.869727116569480430e-01
2.246859999999999857e+01 7.882613970807869075e-01
2.248590000000000089e+01 7.891875004240139768e-01
2.250329999999999941e+01 7.897729673638435033e-01
2.252070000000000149e+01 7.901966451888118304e-01
2.253800000000000026e+01 7.904300702669946332e-01
2.255539999999999878e+01 7.904478093973195119e-01
2.257280000000000086e+01 7.902009305189038324e-01
2.259009999999999962e+01 7.897439489289902470e-01
2.260750000000000171e+01 7.895985663789916176e-01
2.262490000000000023e+01 7.904774386004820297e-01
2.264219999999999899e+01 7.914911797979252706e-01
2.265960000000000107e+01 7.913512706783412121e-01
2.267689999999999984e+01 7.907270506804150445e-01
2.269429999999999836e+01 7.904226538522123313e-01
2.271170000000000044e+01 7.903517923627966235e-01
2.272899999999999920e+01 7.904876845720987255e-01
2.274640000000000128e+01 7.908942018351662329e-01
2.276379999999999981e+01 7.920425564476192282e-01
2.278109999999999857e+01 7.937530609528711256e-01
2.279850000000000065e+01 7.954639212305856244e-01
2.281589999999999918e+01 7.971072597363688672e-01
2.283320000000000149e+01 7.986017719909401791e-01
2.285060000000000002e+01 7.996823444016951665e-01
2.286789999999999878e+01 8.004938360617033233e-01
2.288530000000000086e+01 8.015062172218354597e-01
2.290269999999999939e+01 8.026787465071743011e-01
2.292000000000000171e+01 8.037247260081843425e-01
2.293740000000000023e+01 8.048908180598772777e-01
2.295479999999999876e+01 8.068797857571912147e-01
2.297210000000000107e+01 8.088422530702545910e-01
2.298949999999999960e+01 8.108061324588857754e-01
2.300690000000000168e+01 8.126471583729723003e-01
2.302420000000000044e+01 8.131844915199302193e-01
2.304159999999999897e+01 8.129807160307478409e-01
2.305890000000000128e+01 8.131315582040380407e-01
2.307629999999999981e+01 8.134857947521052512e-01
2.309369999999999834e+01 8.142881081059114567e-01
2.311100000000000065e+01 8.152561877635609022e-01
2.312839999999999918e+01 8.160844517860140757e-01
2.314580000000000126e+01 8.173196681680954256e-01
2.316310000000000002e+01 8.188004564210192848e-01
2.318049999999999855e+01 8.201601125652442370e-01
2.319790000000000063e+01 8.215174515135653666e-01
2.321519999999999939e+01 8.229699340058527213e-01
2.323260000000000147e+01 8.242321676487717186e-01
2.324990000000000023e+01 8.254165517940246222e-01
2.326729999999999876e+01 8.266934291158408721e-01
2.328470000000000084e+01 8.283387196699122379e-01
2.330199999999999960e+01 8.292198249936092447e-01
2.331940000000000168e+01 8.297268221293665480e-01
2.333680000000000021e+01 8.316153487430526514e-01
2.335409999999999897e+01 8.331503376433548880e-01
2.337150000000000105e+01 8.346640140460233059e-01
2.338889999999999958e+01 8.361086695096032750e-01
2.340619999999999834e+01 8.371083908077672220e-01
2.342360000000000042e+01 8.374642167115713409e-01
2.344089999999999918e+01 8.376557783098804721e-01
2.345830000000000126e+01 8.380373712943108844e-01
2.347569999999999979e+01 8.380443935541027622e-01
2.349299999999999855e+01 8.379188120759109015e-01
2.351040000000000063e+01 8.377482067158883439e-01
2.352779999999999916e+01 8.378266751606516793e-01
2.354510000000000147e+01 8.377508991492299550e-01
2.356250000000000000e+01 8.370557507699267763e-01
2.357989999999999853e+01 8.363404815103099299e-01
2.359720000000000084e+01 8.358438350818406803e-01
2.361459999999999937e+01 8.357801694295876604e-01
2.363190000000000168e+01 8.361126641551247518e-01
2.364930000000000021e+01 8.371367530477856755e-01
2.366669999999999874e+01 8.384487504251345591e-01
2.368400000000000105e+01 8.396831584099875290e-01
2.370139999999999958e+01 8.411709128649103029e-01
2.371880000000000166e+01 8.432263975982490223e-01
2.373610000000000042e+01 8.452366403457484134e-01
2.375349999999999895e+01 8.469235587830811207e-01
2.377090000000000103e+01 8.485462765581022193e-01
2.378819999999999979e+01 8.503648020337025715e-01
2.380559999999999832e+01 8.522380764504320361e-01
2.382290000000000063e+01 8.542796240311794076e-01
2.384029999999999916e+01 8.563397609636103081e-01
2.385770000000000124e+01 8.582273874395314195e-01
2.387500000000000000e+01 8.590968989806928580e-01
2.389239999999999853e+01 8.599545609812837554e-01
2.390980000000000061e+01 8.615552769709626801e-01
2.392709999999999937e+01 8.627748808981940964e-01
2.394450000000000145e+01 8.644618593230674053e-01
2.396189999999999998e+01 8.659846863969364872e-01
2.397919999999999874e+01 8.665326260584880202e-01
2.399660000000000082e+01 8.670370835900886863e-01
2.401389999999999958e+01 8.673601269032289451e-01
2.403130000000000166e+01 8.674245294059610423e-01
2.404870000000000019e+01 8.682127093781840665e-01
2.406599999999999895e+01 8.686203061370957323e-01
2.408340000000000103e+01 8.684996517212205669e-01
2.410079999999999956e+01 8.678016340112565397e-01
2.411809999999999832e+01 8.674028901641512856e-01
2.413550000000000040e+01 8.661559136943299819e-01
2.415289999999999893e+01 8.657315099472621123e-01
2.417020000000000124e+01 8.659389079327627359e-01
2.418759999999999977e+01 8.649258445045537869e-01
2.420489999999999853e+01 8.661452846180984766e-01
2.422230000000000061e+01 8.671362210934721038e-01
2.423969999999999914e+01 8.686048448549789081e-01
2.425700000000000145e+01 8.694112899623771540e-01
2.427439999999999998e+01 8.692086486471454210e-01
2.429179999999999851e+01 8.699338632432436214e-01
2.430910000000000082e+01 8.710248697571345566e-01
2.432649999999999935e+01 8.713451598769090811e-01
2.434390000000000143e+01 8.725414528198911501e-01
2.436120000000000019e+01 8.739243008941903756e-01
2.437859999999999872e+01 8.751344209070217595e-01
2.439590000000000103e+01 8.760342726307328576e-01
2.441329999999999956e+01 8.781755604070289323e-01
2.443070000000000164e+01 8.802189932536654826e-01
2.444800000000000040e+01 8.820486621038227115e-01
2.446539999999999893e+01 8.842247109409747674e-01
2.448280000000000101e+01 8.857464947433957292e-01
2.450009999999999977e+01 8.872909315759943683e-01
2.451749999999999829e+01 8.894248985751638248e-01
2.453490000000000038e+01 8.922415256208818812e-01
2.455219999999999914e+01 8.949853844101562927e-01
2.456960000000000122e+01 8.977012488168529813e-01
2.458689999999999998e+01 9.001601176024962569e-01
2.460429999999999851e+01 9.021910859519538528e-01
2.462170000000000059e+01 9.043157664420756747e-01
2.463899999999999935e+01 9.063670095790385961e-01
2.465640000000000143e+01 9.086148794656556671e-01
2.467379999999999995e+01 9.105252443276335983e-01
2.469109999999999872e+01 9.128206099059031908e-01
2.470850000000000080e+01 9.139232994364944185e-01
2.472589999999999932e+01 9.139355105388402567e-01
2.474320000000000164e+01 9.147600649098658332e-01
2.476060000000000016e+01 9.153737701687383321e-01
2.477789999999999893e+01 9.158468645642355854e-01
2.479530000000000101e+01 9.164806366506361712e-01
2.481269999999999953e+01 9.171685754611809127e-01
2.482999999999999829e+01 9.177236719681265420e-01
2.484740000000000038e+01 9.183089659604231070e-01
2.486479999999999890e+01 9.188631157068162247e-01
2.488210000000000122e+01 9.200634745850525542e-01
2.489949999999999974e+01 9.218467558330951661e-01
2.491689999999999827e+01 9.234838371141775859e-01
2.493420000000000059e+01 9.249500106726299409e-01
2.495159999999999911e+01 9.262899898285468225e-01
2.496890000000000143e+01 9.273705568913213071e-01
2.498629999999999995e+01 9.284096466495804778e-01
2.500369999999999848e+01 9.294596912357375729e-01
2.502100000000000080e+01 9.310983107682254678e-01
2.503839999999999932e+01 9.333691024196815178e-01
2.505580000000000140e+01 9.349225637850492321e-01
2.507310000000000016e+01 9.359044279687898094e-01
2.509049999999999869e+01 9.374281340245578242e-01
2.510790000000000077e+01 9.393845755811645049e-01
2.512519999999999953e+01 9.425019638612042172e-01
2.514260000000000161e+01 9.463231437673852442e-01
2.515990000000000038e+01 9.505415030540993460e-01
2.517729999999999890e+01 9.549401575692361144e-01
2.519470000000000098e+01 9.594115280418626934e-01
2.521199999999999974e+01 9.640620711181249192e-01
2.522939999999999827e+01 9.689679638698314168e-01
2.524680000000000035e+01 9.737994694005093210e-01
2.526409999999999911e+01 9.781813093781297486e-01
2.528150000000000119e+01 9.826339809747053344e-01
2.529889999999999972e+01 9.868526583340543334e-01
2.531619999999999848e+01 9.903813540263689541e-01
2.533360000000000056e+01 9.940910630932970893e-01
2.535089999999999932e+01 9.983231971702595242e-01
2.536830000000000140e+01 1.002855686944793101e+00
2.538569999999999993e+01 1.007030093463428422e+00
2.540299999999999869e+01 1.010260936629135298e+00
2.542040000000000077e+01 1.013438327522695470e+00
2.543779999999999930e+01 1.017403314431828187e+00
2.545510000000000161e+01 1.021595102279866829e+00
2.547250000000000014e+01 1.024270782441774497e+00
2.548989999999999867e+01 1.025802811874932496e+00
2.550720000000000098e+01 1.027466252676700886e+00
2.552459999999999951e+01 1.029625944226249423e+00
2.554189999999999827e+01 1.032039283715793676e+00
2.555930000000000035e+01 1.034366746780556845e+00
2.557669999999999888e+01 1.036465696523597657e+00
2.559400000000000119e+01 1.037975426881103225e+00
2.561139999999999972e+01 1.039616209045441053e+00
2.562879999999999825e+01 1.040070479830745409e+00
2.564610000000000056e+01 1.039012943375007048e+00
2.566349999999999909e+01 1.038760588237505278e+00
2.568090000000000117e+01 1.038556822290033432e+00
2.569819999999999993e+01 1.038498527671102289e+00
2.571559999999999846e+01 1.038518958413983784e+00
2.573290000000000077e+01 1.038331649901964138e+00
2.575029999999999930e+01 1.037613065746475272e+00
2.576770000000000138e+01 1.036749585408162533e+00
2.578500000000000014e+01 1.035573635694796213e+00
2.580239999999999867e+01 1.033807830636495506e+00
2.581980000000000075e+01 1.033769223127987802e+00
2.583709999999999951e+01 1.033756254393507712e+00
2.585450000000000159e+01 1.033417024261085615e+00
2.587190000000000012e+01 1.033660140914511416e+00
2.588919999999999888e+01 1.035492362542051348e+00
2.590660000000000096e+01 1.037473234957490886e+00
2.592389999999999972e+01 1.039533400719340417e+00
2.594129999999999825e+01 1.041515073077090792e+00
2.595870000000000033e+01 1.042761937639142378e+00
2.597599999999999909e+01 1.044421060902042342e+00
2.599340000000000117e+01 1.046311277257651273e+00
2.601079999999999970e+01 1.047951030576532716e+00
2.602809999999999846e+01 1.049013127710589188e+00
2.604550000000000054e+01 1.050240754233916718e+00
2.606289999999999907e+01 1.051739705170302575e+00
2.608020000000000138e+01 1.052888206274365190e+00
2.609759999999999991e+01 1.053761690420260244e+00
2.611499999999999844e+01 1.053779091489249087e+00
2.613230000000000075e+01 1.053652047252310986e+00
2.614969999999999928e+01 1.054159052718637968e+00
2.616700000000000159e+01 1.055648578721297692e+00
2.618440000000000012e+01 1.057394515384004530e+00
2.620179999999999865e+01 1.059262056957333886e+00
2.621910000000000096e+01 1.060874027520378071e+00
2.623649999999999949e+01 1.061961133870658935e+00
2.625390000000000157e+01 1.061556936128341455e+00
2.627120000000000033e+01 1.060379815636041112e+00
2.628859999999999886e+01 1.059732090097524893e+00
2.630600000000000094e+01 1.062524946693816696e+00
2.632329999999999970e+01 1.066229069703337418e+00
2.634069999999999823e+01 1.065906405511955812e+00
2.635800000000000054e+01 1.063947501746918212e+00
2.637539999999999907e+01 1.061418041624376363e+00
2.639280000000000115e+01 1.055860275613228705e+00
2.641009999999999991e+01 1.046960289985047643e+00
2.642749999999999844e+01 1.036713646134026945e+00
2.644490000000000052e+01 1.019464550889101595e+00
2.646219999999999928e+01 9.975078364112177631e-01
2.647960000000000136e+01 9.852353820476041912e-01
2.649699999999999989e+01 9.747832735014730909e-01
2.651429999999999865e+01 9.642791294114072542e-01
2.653170000000000073e+01 9.593525819786503650e-01
2.654899999999999949e+01 9.656726255776486578e-01
2.656640000000000157e+01 9.774617273373811255e-01
2.658380000000000010e+01 9.927143871063344172e-01
2.660109999999999886e+01 1.008875274264522170e+00
2.661850000000000094e+01 1.025225753710623522e+00
2.663589999999999947e+01 1.045161506473970769e+00
2.665319999999999823e+01 1.066082930261768036e+00
2.667060000000000031e+01 1.085261224420177140e+00
2.668799999999999883e+01 1.096305992098726811e+00
2.670530000000000115e+01 1.094143562687523552e+00
2.672269999999999968e+01 1.094226763606551467e+00
2.673999999999999844e+01 1.091587073546423037e+00
2.675740000000000052e+01 1.084715542709528524e+00
2.677479999999999905e+01 1.074159162222182218e+00
2.679210000000000136e+01 1.063444690080450838e+00
2.680949999999999989e+01 1.057568883315002761e+00
2.682689999999999841e+01 1.048203571233573328e+00
2.684420000000000073e+01 1.036082800991814601e+00
2.686159999999999926e+01 1.027289948988563406e+00
2.687900000000000134e+01 1.018904160320021290e+00
2.689630000000000010e+01 1.012493315656530113e+00
2.691369999999999862e+01 1.005768411089299708e+00
2.693100000000000094e+01 9.990261252836794004e-01
2.694839999999999947e+01 9.921217530011398056e-01
2.696580000000000155e+01 9.852222119272902034e-01
2.698310000000000031e+01 9.781433024643170215e-01
2.700049999999999883e+01 9.712986467233190035e-01
2.701790000000000092e+01 9.661394077152750670e-01
2.703519999999999968e+01 9.625095996298396184e-01
2.705260000000000176e+01 9.604594552862893986e-01
2.707000000000000028e+01 9.603513296734593752e-01
2.708729999999999905e+01 9.637357258957243156e-01
2.710470000000000113e+01 9.693335196775487717e-01
2.712199999999999989e+01 9.738570442996371535e-01
2.713939999999999841e+01 9.782222161246021397e-01
2.715680000000000049e+01 9.827214362294088845e-01
2.717409999999999926e+01 9.880105394178776423e-01
2.719150000000000134e+01 9.920033356940860525e-01
2.720889999999999986e+01 9.948507037210868598e-01
2.722619999999999862e+01 9.989090188400755466e-01
2.724360000000000070e+01 1.002840784218718140e+00
2.726099999999999923e+01 1.007426891697103422e+00
2.727830000000000155e+01 1.013183993391804094e+00
2.729570000000000007e+01 1.019423230657579893e+00
2.731299999999999883e+01 1.026331896752519013e+00
2.733040000000000092e+01 1.033115309439093910e+00
2.734779999999999944e+01 1.039739876000297603e+00
2.736510000000000176e+01 1.046846235408703807e+00
2.738250000000000028e+01 1.052805078369271286e+00
2.739989999999999881e+01 1.059288993568036741e+00
2.741720000000000113e+01 1.066593001782152328e+00
2.743459999999999965e+01 1.073301422030167096e+00
2.745200000000000173e+01 1.079103918729399814e+00
2.746930000000000049e+01 1.084662684248001829e+00
2.748669999999999902e+01 1.089775565808726920e+00
2.750400000000000134e+01 1.093359070760153040e+00
2.752139999999999986e+01 1.092244882228363689e+00
2.753879999999999839e+01 1.084156288961913850e+00
2.755610000000000070e+01 1.074006129900545448e+00
2.757349999999999923e+01 1.065223748339727106e+00
2.759090000000000131e+01 1.058468041211204858e+00
2.760820000000000007e+01 1.053540644323441633e+00
2.762559999999999860e+01 1.043700529045920700e+00
2.764300000000000068e+01 1.032618828422397605e+00
2.766029999999999944e+01 1.024582101667308232e+00
2.767770000000000152e+01 1.021886771892755119e+00
2.769500000000000028e+01 1.025685668110092541e+00
2.771239999999999881e+01 1.029052250202881602e+00
2.772980000000000089e+01 1.027882855008732443e+00
2.774709999999999965e+01 1.031927149046133252e+00
2.776450000000000173e+01 1.039317876506690164e+00
2.778190000000000026e+01 1.043939125183342309e+00
2.779919999999999902e+01 1.046260866606355755e+00
2.781660000000000110e+01 1.046291796828494824e+00
2.783399999999999963e+01 1.048032340208504998e+00
2.785129999999999839e+01 1.049385550681347645e+00
2.786870000000000047e+01 1.050466800060840367e+00
2.788599999999999923e+01 1.046365453927854405e+00
2.790340000000000131e+01 1.037858639532173166e+00
2.792079999999999984e+01 1.026215635244881241e+00
2.793809999999999860e+01 1.011682677488637161e+00
2.795550000000000068e+01 9.956649169804144828e-01
2.797289999999999921e+01 9.795949285719141031e-01
2.799020000000000152e+01 9.676766375619509919e-01
2.800760000000000005e+01 9.597114489023962358e-01
2.802499999999999858e+01 9.559643705986753393e-01
2.804230000000000089e+01 9.568013618851193280e-01
2.805969999999999942e+01 9.634772070253406762e-01
2.807700000000000173e+01 9.743662844833809178e-01
2.809440000000000026e+01 9.864961899638090559e-01
2.811179999999999879e+01 1.000544591015300799e+00
2.812910000000000110e+01 1.013300579993868356e+00
2.814649999999999963e+01 1.024580645748911056e+00
2.816390000000000171e+01 1.034241186258318734e+00
2.818120000000000047e+01 1.043883626220679872e+00
2.819859999999999900e+01 1.054940722293311817e+00
2.821600000000000108e+01 1.070549303850269585e+00
2.823329999999999984e+01 1.087276285064440184e+00
2.825069999999999837e+01 1.098496896042797655e+00
2.826800000000000068e+01 1.104747421680750685e+00
2.828539999999999921e+01 1.106837759518578324e+00
2.830280000000000129e+01 1.105093295345152882e+00
2.832010000000000005e+01 1.099075554197183946e+00
2.833749999999999858e+01 1.088470394020487397e+00
2.835490000000000066e+01 1.075976684768063629e+00
2.837219999999999942e+01 1.062635678426657293e+00
2.838960000000000150e+01 1.050293735667043205e+00
2.840700000000000003e+01 1.039212696852219064e+00
2.842429999999999879e+01 1.029615878995580269e+00
2.844170000000000087e+01 1.020882383210450106e+00
2.845899999999999963e+01 1.014723012529987090e+00
2.847640000000000171e+01 1.010080384543382115e+00
2.849380000000000024e+01 1.005614785756804519e+00
2.851109999999999900e+01 1.001209715175265247e+00
2.852850000000000108e+01 9.937709296920669289e-01
2.854589999999999961e+01 9.896999290372120450e-01
2.856319999999999837e+01 9.890442995072824539e-01
2.858060000000000045e+01 9.895710832898566567e-01
2.859799999999999898e+01 9.878359372019996920e-01
2.861530000000000129e+01 9.866864807594701858e-01
2.863269999999999982e+01 9.864810993162571595e-01
2.864999999999999858e+01 9.875825249008222118e-01
2.866740000000000066e+01 9.887718579935855789e-01
2.868479999999999919e+01 9.902011698876258539e-01
2.870210000000000150e+01 9.924156485547542816e-01
2.871950000000000003e+01 9.932724589318759900e-01
2.873689999999999856e+01 9.937566277330107667e-01
2.875420000000000087e+01 9.940816851440140711e-01
2.877159999999999940e+01 9.937159004103903737e-01
2.878900000000000148e+01 9.925250253128421463e-01
2.880630000000000024e+01 9.904475877639279391e-01
2.882369999999999877e+01 9.884350774734907974e-01
2.884100000000000108e+01 9.867311009667447674e-01
2.885839999999999961e+01 9.854628918350243350e-01
2.887580000000000169e+01 9.836823640487285525e-01
2.889310000000000045e+01 9.790570922793284669e-01
2.891049999999999898e+01 9.620846500952376923e-01
2.892790000000000106e+01 9.600314547284756195e-01
2.894519999999999982e+01 9.543855162217154131e-01
2.896259999999999835e+01 9.495379019602566695e-01
2.898000000000000043e+01 9.456735631649904050e-01
2.899729999999999919e+01 9.416289829989035187e-01
2.901470000000000127e+01 9.378725237917358015e-01
2.903200000000000003e+01 9.353537176667070518e-01
2.904939999999999856e+01 9.324294995279350795e-01
2.906680000000000064e+01 9.313628703930325603e-01
2.908409999999999940e+01 9.319847686966857836e-01
2.910150000000000148e+01 9.335783974592977152e-01
2.911890000000000001e+01 9.357291594482571861e-01
2.913619999999999877e+01 9.377017004672238976e-01
2.915360000000000085e+01 9.390955127805729052e-01
2.917099999999999937e+01 9.415839558066991799e-01
2.918830000000000169e+01 9.409777924164101082e-01
2.920570000000000022e+01 9.418713929222090053e-01
2.922299999999999898e+01 9.428865956834278084e-01
2.924040000000000106e+01 9.435910261859642434e-01
2.925779999999999959e+01 9.459761513069411265e-01
2.927509999999999835e+01 9.559933373135118817e-01
2.929250000000000043e+01 9.744444973814984090e-01
2.930989999999999895e+01 9.913898414414804572e-01
2.932720000000000127e+01 1.007930345022034935e+00
2.934459999999999980e+01 1.025448786752469532e+00
2.936199999999999832e+01 1.044402377847103214e+00
2.937930000000000064e+01 1.062011698798132509e+00
2.939669999999999916e+01 1.074084067529857522e+00
2.941400000000000148e+01 1.084012400358234540e+00
2.943140000000000001e+01 1.086945368368187115e+00
2.944879999999999853e+01 1.089378017561339229e+00
2.946610000000000085e+01 1.091518353132805430e+00
2.948349999999999937e+01 1.089322161017638901e+00
2.950090000000000146e+01 1.081654393177670315e+00
2.951820000000000022e+01 1.070480969097606705e+00
2.953559999999999874e+01 1.064901084505490481e+00
2.955300000000000082e+01 1.059268525508748393e+00
2.957029999999999959e+01 1.058354891763346739e+00
2.958770000000000167e+01 1.056611008094611392e+00
2.960500000000000043e+01 1.050215887252835545e+00
2.962239999999999895e+01 1.044295876997061168e+00
2.963980000000000103e+01 1.029972051349937745e+00
2.965709999999999980e+01 1.002059564161741578e+00
2.967449999999999832e+01 9.751101205699984620e-01
2.969190000000000040e+01 9.547828695667389676e-01
2.970919999999999916e+01 9.383585845463890962e-01
2.972660000000000124e+01 9.188233315756895170e-01
2.974399999999999977e+01 9.126472481606239251e-01
2.976129999999999853e+01 9.169433601339729289e-01
2.977870000000000061e+01 9.296384964566369868e-01
2.979599999999999937e+01 9.524226320811601809e-01
2.981340000000000146e+01 9.866359594899148933e-01
2.983079999999999998e+01 1.031603842859188269e+00
2.984809999999999874e+01 1.077561305172936024e+00
2.986550000000000082e+01 1.123084903468341667e+00
2.988289999999999935e+01 1.164944793978657023e+00
2.990020000000000167e+01 1.186007480468629138e+00
2.991760000000000019e+01 1.165252904727879013e+00
2.993499999999999872e+01 1.126026822680194162e+00
2.995230000000000103e+01 1.077178025157079944e+00
2.996969999999999956e+01 9.763013927839541140e-01
2.998699999999999832e+01 8.475127666079507183e-01
3.000440000000000040e+01 6.540970216389627723e-01
3.002179999999999893e+01 5.887578908441246650e-01
3.003910000000000124e+01 5.229890453944309181e-01
3.005649999999999977e+01 4.839184807235216157e-01
3.007389999999999830e+01 5.010917368805429817e-01
3.009120000000000061e+01 5.211228469092420434e-01
3.010859999999999914e+01 5.399886847495440900e-01
3.012600000000000122e+01 5.584149590161153753e-01
3.014329999999999998e+01 5.808942122111392381e-01
3.016069999999999851e+01 6.056134458715758395e-01
3.017800000000000082e+01 6.261211313174794846e-01
3.019539999999999935e+01 6.430115546851811192e-01
3.021280000000000143e+01 6.578331080114252494e-01
3.023010000000000019e+01 6.721463881493507930e-01
3.024749999999999872e+01 6.879953908701424981e-01
3.026490000000000080e+01 7.042227156457943060e-01
3.028219999999999956e+01 7.071499438499293522e-01
3.029960000000000164e+01 7.141593293438806000e-01
3.031700000000000017e+01 7.284100580716317275e-01
3.033429999999999893e+01 7.403522008001579557e-01
3.035170000000000101e+01 7.504105212763436672e-01
3.036899999999999977e+01 7.588454754074659414e-01
3.038639999999999830e+01 7.657430086454948270e-01
3.040380000000000038e+01 7.714042901119997353e-01
3.042109999999999914e+01 7.769986686968383127e-01
3.043850000000000122e+01 7.821114596636595806e-01
3.045589999999999975e+01 7.860808891691603018e-01
3.047319999999999851e+01 7.885839672373138320e-01
3.049060000000000059e+01 7.909981412040943960e-01
3.050799999999999912e+01 7.952164712016337456e-01
3.052530000000000143e+01 8.009493710095286767e-01
3.054269999999999996e+01 8.103942878618607404e-01
